Sampled Text,Function ID
"Herman Melville idazle estatubatuar bat izan zen. 1819ko abuztuaren 1ean jaio zen New York hirian. Bertan hil zen 1891eko irailaren 28an, 72 urte zituela. Besteak beste, Moby Dick eleberria idatzi zuen; berau gaur egun oso ospetsua den arren, argitaratu zuenean nahiko harrera txarra izan zuen eta Melvilleri ez zion inolako ospe onik ez eta irabazirik ere ekarri. Idazle bezala erabat ahaztuta hil bazen ere, XX. mendean, aldiz, haren lanek ospe handia hartu zuten mundu osoan. Euskaraz ere badaude haren lan batzuk:",Easy
"Altamirako leizea Espainia iparrealdean, Kantabriako Santillana del Mar herritik hurbil dagoen leize edo haitzulo bat da. Oso ospetsua da bertan Historiaurreko labar-margo oso garrantzitsuak daudelako. Margo horiek duela 15.000 urte inguru egin omen ziren, hau da, Goi Paleolitoan, eta bisonteak, zaldiak, oreinak, giza-eskuak eta ikur ezezagunak irudikatzen dituzte. Altamirako margoak 1879an aurkitu zituen Marcelino Sanz de Sautuola arkeologo kantabriarrak, baina zailtasun handiak izan zituen aurkikuntzaren egiazkotasuna onartua izateko (24 urte igaro ziren, adituek margoak egiatan historiaurrean egindakoak zirela onartu zuten arte). Leizea Unescoren Gizateriaren Ondarearen zerrendan dago 1985. urtetik. Gaur egun, posible da leizea bisitatzea, baina oso talde txiki eta mugatuetan, margoen kontserbazioa ziurtatzeko. Baina badago leizearen erreprodukzio bat, tamaina naturalean egina, hantxe bertan. Egur-ikatzez egindako maskara Egur-ikatzez egindako marrazkia Bi esku negatiboan eta animalia batzuk Bisonte polikromoa Altamirako museoan dauden hezurrezko arpoiak Zaldia",Easy
"Hego Amerika ipar eta hego hemisferioen artean eta Pazifiko eta Atlantiko Ozeanoen artean kokatutako azpikontinente bat da. 2002. urtean 357 milioi biztanle zituen. Hego Amerikako herrialderik handiena Brasil da eta txikiena Surinam. Hurrengo herrialdeek osatzen dute Hego Amerika: Hego Amerikako erliebea anitza da, lautada zabalekin, hala nola amazonikoa edo panpa argentinarra; meseta handiekin, brasildarra, adibidez, eta mendebaldeko kostaldea iparraldetik hegoaldera zeharkatzen duten mendikateekin, Andeak, besteak beste, non Akonkagua dagoen, 6 959 metro dituena eta Amerikako mendirik altuena dena. Ibaiak era askotakoak dira: Ozeano Atlantikoan bere urak isurtzen dituztenak luzeak eta kaudal handikoak dira, eta azpimagarrienak Orinoko, Amazonas eta Parana dira. Ozeano Pazifikoan itsasoratzen direnak motzak eta desnibel handikoak dira. Amazonas ibaia munduko ibairik luzeena eta emaritsuena da. 7 000km inguruko luzera dauka eta bere ibai-ahoa 300km zabal baino gehiagokoa izan daiteke. Ura geza da itsasoratu eta kilometro batzuk aurrera eginda ere. Hego Amerikako klima, orokorrean, epela da. Ekuadorretik hurbil dagoen aldean klima ekuatoriala dago, handik urrundu ahala gutxitzen den hezetasun nabariarekin eta tenperatura altuekin urte osoan zehar. Brasilgo ipar-mendebaldean eta Venezuela eta Kolonbiako iparraldean, nahiz eta sasoi lehor bat eta beste bat heze izan, askotan lehorte luzeko sasoiak pairatzen dituzte. Perun, Txileko iparraldean, Hego Amerikako iparraldean eta Andeetan tenperaturak gutxitzen dira altuerak gora egin ahala. Horrek haranetako klima tropikalaren, erdiko eremuetako klima subtropikalaren eta Andeetako gailurren klima hotzaren antza du. Txileko hegoaldean prezipitazioak oparoak dira Pazifikotik datorren itsas-haizearen ondorioz. Flora landaredi ugari eta anitza dela eta da bereizgarria. 1 000 metroen azpitik palmondo handiak, lianak eta iratze zuhaizkariak aipagarriak dira. Iparraldean nagusitzen den ekosistema oihana da, baina erdialdeko eta hegoaldeko lautadetan belarrak dira nagusi. Gainera, Andeetan ere belar asko daude, 3 000 metrotaraino. Hego Amerikako fauna aniztasunagatik eta ugaztun-familiengatik nabarmentzen da. Animalien artean, saguzar banpiroa, alpaka, tapirra, pekaria, bikuina, jaguarra eta hartz inurrijalea daude, esate baterako. 500 hegazti espezie baino gehiago daude, eta nabarienak, besteak beste, hauek dira: kolibria, kondorra, amerikako ostruka, guakamaioa eta itsasoko hegazti asko. Narrastien artean, aipagarriak dira iguanak, kaimanak, boak eta anakondak. Ur gezako arrainak oso anitzak eta ugariak dira.",Easy
"Katagorri edo urtxintxak zuhaitzetan bizi diren ugaztun karraskari batzuk dira. Bereziki basoetan bizi dira, baina hirietako parkeetan ere badira. Oso deigarriak dira, isatsa luze eta ederra baitute, gorputza bezain luzea. Katagorriak zailak dira ikusten, oso arinak eta lotsatiak direlako eta berehala ihes egin eta ezkutatzen direlako. Katagorriek 200-400 gramoko pisua dute. Horren arinak izanda, erraz ibil daitezke adarrez adar saltoka. Hontzak eta beste hegazti harraparietatik ihes egiteko balio die honek. Beren atzapar luze eta okerrekin ondo heltzen diete adar eta adaxkei. Munduan zehar katagorri mota asko daude. Europan katagorri arrunta bizi da, marroi gorrixka. Estatu Batuetan eta Kanadan katagorri grisa bizi da, Europakoa baino handiagoa. Jendeak katagorri grisak Ingalaterra eta Italiara ekarri eta bertan askatu zituen. Grisak marroiak baino indartsuagoak direnez ia ez dira katagorri marroiak geratzen herrialde horietan. Urtxintxak bakartiak dira. Kumeak izateko bakarrik biltzen dira beste urtxintxekin. Janari nahikoa badute eta eguraldia egokia bada, 4-7 kume izaten dituzte. Habiak zuhaitzetan egiten dituzte; adarrez egindako bola batzuk dira, goroldioz beteak bigun egoteko. Bola hauek bi zulo dituzte, bata atea edo sarrera balitz bezala erabiltzeko eta bestea, txikiagoa, ihesbide bezala. Katagorri bakoitzak zenbait habia egiten ditu, lotarako, egunez itzaletan egoteko edo kumeak izateko. Kumeak urtean bi aldiz izaten dituzte. Urtxintxa ugaztuna denez, amak bularreko esnea ematen die. Basoko urtxintxen etsaiak katuaren antzeko animaliak (lepahoria, basakatua...) eta zenbait txori harrapari dira. Hirietan etxeko katuak dira arriskutsuenak urtxintxentzat. Urtxintxen janaririk gustukoena baia, fruitu lehorrak, haziak, azalak, loreak, perretxikoak eta fruituak dira. Hala ere, batzuetan zizareak, arrautzak, intsektuak eta barraskiloak ere jaten dituzte. Udazkenean urtxintxek janaria bildu eta gordetzen dute neguan jateko.",Easy
"Holokaustoa judu askoren hilketa handi bat izan zen; naziek Alemania gobernatzen zuten garaian gertatu zen, 1933tik 1945era arte eta Bigarren Mundu Gerran bereziki. Naziak antisemitak ziren eta judu guztiak hil nahi zituzten. Nazien burua Adolf Hitler izan zen, eta juduen kontrako iritzi arrazistak zituen. Horregatik, hasieran Alemanian zeuden juduak gaizki tratatu zituen, eta askok beste herrialde batzuetara egin zuten ihes. Baina, Bigarren Mundu Gerran, Alemaniak Europako lurralde asko okupatu zituen, eta 1941 eta 1945 artean naziek sei miloi judu inguru hil zituzten Europan, gizon, emakume, zahar eta gazte, baita umeak ere, bakar-bakarrik juduak izateagatik. Arraza bateko jende asko hiltzeari genozidioa deitzen zaio. Holokausto hitza grezieratik dator, eta “dena erreta” esan nahi du. Juduek hitz hori erabiltzen zuten Jainkoari egindako eskaintzak adierazteko; normalean animaliaren bat sakrifikatzen zuten (ardi bat, adibidez) eta animalia hila erre egiten zuten, Jainkoari eskaintzeko. Aipatu dugun zentzuan oinarrituta erabiltzen da ""juduen holokaustoa"", naziek hildako judu ugari gero labeetan erre zituztelako haien gorpuak desagerrarazteko. Alemaniako naziek Bigarren Mundu Gerra galdu zuten 1945ean, eta bizirik atera ziren judu asko ez zuten Europan geratu nahi izan. Horregatik, Estatu Batuetara edo Israelera egin zuten ihes. Israel herrialde moduan 1948an sortu zen, Europatik ihes egiten zuten juduak hartzeko.",Easy
"Izarrak gas bero gorituaz osatutako esfera edo bola erraldoiak dira, espazioan daudenak, Lurretik oso urrun; haien argia ikus dezakegu zeruan, baina gauez bakarrik, Eguzkia izan ezik. Izan ere, eguzkia izar bat da. Tamaina eta kolore desberdineko izarrak daude. Adibidez, Antares izeneko izarra, Eskorpioiaren konstelazioko izar erraldoi gorri bat da, eguzkia baino 300 aldiz handiagoa. Izar nanoak ere badaude. Izarrak ikaragarri ugariak dira. Galaxia batean, ehundaka milioi izar daude, eta ehundaka miloi galaxia daudenez gero, konta ezin ahala izar daude unibertsoan.",Easy
"Klima ekuatoriala Ekuatoretik hurbileko lurraldeetako klima mota da; hau da, latitude txikietan (bi tropikoen artean) dauden Afrika, Hego Amerika eta Asiako lurraldeetako klima. Klima beroa da, eta urte osoan bero handia izaten da, batez beste 2527°C inguru. Tenperaturak oso gutxi aldatzen dira eta, horregatik, ez da urtarorik bereizten. Gainera, egunean zeharreko tenperatura-bitartea oso txikia izan ohi da: 1-3°C artekoa, besterik ez. Klima hezea da; hau da, euri ugari egiten du urte osoan, ia egunero, ia beti arratsaldean; batez besteko prezipitazioa: 2.000mm inguru izaten da, baina leku oso hezeetan 6000mm-etaraino irits daiteke. Bi ekinokzioen garaian egiten du euri gehien. Ez dago urtaro lehorrik. Hezetasun eta euri ugari horri esker, zona klimatiko honetan daude munduko emari handieneko ibaiak, besteak beste Amazonas eta Orinoko Hego Amerikan, eta Kongo Afrikan. Klima ekuatorialeko eguraldi bero eta hezeak landaretza oparoa sortzen du: baso eta oihanak. Askotan, oso baso eta oihan itxiak izaten dira, eta, horregatik, landareen artean lehia gogorra egoten da eguzki-argia lortzeko. Hala ere, oihaneko lurra nahiko pobrea da elikagaietan eta oso landare gutxi dago lurzoruan. Lurra ona da zuhaitzetarako, baina txarra nekazaritzarako. Oihan tropikala da klima ekuatoriala duten lurraldeetako bioma. Fauna ugari bizi da bioma horretan, baina, zoritxarrez, desagertzeko arriskuan daude haietako asko: tximinoak, sugeak, krokodiloak, panterak, loro eta guakamaioak, tukanak, intsektuak, armiarmak, etab.",Easy
"Zoologia animaliak aztertzeaz arduratzen den diziplina biologikoa da. Zoologiak eremu desberdinak aztertzen ditu, hala nola espezieen biologia, fisiologia, morfologia, portaera, banaketa eta ekologia. Gizakia antzinatean hasi zen animaliekiko eta horien forma-aniztasun izugarriarekiko interesa izaten. Grezian, K.a. IV. mendean, Aristotelesek espezie asko deskribatu zituen, eta horien sailkapen bat ere egin zuen. Atera zituen ondorio asko, ordea, ez ziren oso zientifikoak, esperimentazioetan oinarritzen ez zirelako. Pizkundean bihurtu ziren zoologoak benetako zientzialari, eta XVIII. mendean hasi ziren animalien eta landareen sailkapen sistematikoa egitean. Taxonomia da animalia-espezie guztiak eta horien banaketa esploratzen eta sailkatzen dituen zientzia. Eta taxonomia horretako langile zoologikoak honela banatzen dira: 1. Museologoak, bilduma zoologikoen kontserbatzaileak eta deskribatzaileak. 2. Esploratzaileak eta naturalista modernoak eta zoogeografiari buruzko idazleak. 3. Fosil-biltzaileak eta paleontologoak.",Easy
"Klimograma edo diagrama klimatikoa grafiko mota bat da, halako leku batean denbora-tarte jakin batean (urtean normalean) izandako prezipitazioak eta tenperaturak adierazteko erabiltzen dena; normalean, urteko hil bakoitzean batez beste izandako datuak ematen dira. Artikulu honetako grafikoan, barra urdinek hil bakoitzeko batez besteko prezipitazioa adierazten dute, marra berdeak batez besteko tenperatura, eta marra gorriak eta urdinak, berriz, tenperatura maximoa eta minimoa, hurrenez hurren. Klimogramek leku bateko klima nolakoa den erakusten digute. Orri kuadrikulatu bat erabiliz, honako hau egin behar da: * Tenperatura adierazten duen marra ikusita, urtean zehar izandako aldaketekin (gorabeherekin) honako ondorio hauek atera ahal dira: * Prezipitazioak adierazten dituzten barrak ikusita, honako ondorioak atera daitezke: a) Klima beroaren kasuan: b) Klima epelaren kasuan: c) Klima mendiko edo polarraren kasuan:",Easy
"Globulu zuriak edo leukozitoak odolean dauden zelula batzuk dira, organismoa babesten dutenak (immunitate-sistemaren parte bat dira): infekzio baten eraginez odolean dauden mikrobioak hiltzen dituzte. Hala ere, globulu zuri guztiek ez dituzte mikrobioak hiltzen zuzenean. Batzuek antigorputzak deritzen molekula edo proteina batzuk fabrikatzen dituzte, eta antigorputz horiek dira mikrobioak hiltzen dituztenak. Beraz, globulu zuriek bi modutara hiltzen dituzte infekzioetako mikrobioak: Globulu zuriek nukleoa eta mitokondriak dituzte (globulu gorriek ez). Gizakion gorputzean, 6.000 eta 9.000 bitarte globulu zuri daude odol milimetro kubiko bakoitzean, eta plaketekin batera odolaren %1a baino ez dute osatzen. Globulu zurien artean, bost mota daude: Odol-analisi baten bidez, odolean zenbat globulu zuri ditugun jakin daiteke, hemograma deitzen den operazio baten bidez. Normalean, odolean ez dago globulu zuri asko, 6.000 eta 9.000 bitartean, esan bezala. Hori baino gehiago egonez gero, horrek esan nahi du gaixorik gaudela eta, orduan, medikuek gaixotasun hori bilatu behar dute. Beraz, hemogramak edo globulu zurien kontaketak oso lagungarriak dira gaixorik ote gauden jakiteko. Odoloean globulu zuri gehiegi daudenean, leuzemia (odoleko minbizia) izatea gerta daiteke. Leuzemia mota asko daude, baina guztietan ezaugarri berbera aurkitzen da: odoleko globulu zurien gehiegizko pilaketa dago, kasu gehienetan; izan ere, antzekoa gerta daiteke globulu gorriekin eta plaketekin ere.",Easy
"Aberea animalia ugaztun nagusia da, piztia ez dena, eta lanerako, haragia edo esnea lortzeko hazten dena. Euskaraz, beste hitz batzuk ere erabiltzen dira: azienda, ganadua, kabala. Abereen artean, halako izendapen berezi batzuk ere erabiltzen dira: adibidez, behiei abelgorriak esaten zaie, ardiei abeltxuriak esaten zaie eta zaldi-behorrei abelbeltzak.",Easy
"Geologia Lurrazalaren egitura eta bilakaera aztertzen dituen zientzia da. Geologoen lanari esker dakigu Lurrak duela 4.600 milioi urte inguru sortu zela. Hitzak jatorri greziarra du (antzinako grezieraz, γηo-  eta λογος ), eta lehen aldiz Jean-André Deluc izeneko geologo, meteorologo eta fisikari suitzarrak erabili zuen 1778an.",Easy
"Urdaibaiko Biosfera Erreserba Bizkaiko kostaldean, Busturialdeko eskualdean dagoen ingurune bat da. Euskal Herrian dagoen hezegunerik garrantzitsuena da, eta babestuta dago, daukan aberastasun ekologiko handiagatik eta habitat natural ugariengatik. Europako iparraldetik datozen hegaztientzat, atseden-leku eta negua pasatzeko eremu bikaina da. Horregatik, Unesco erakundeak Biosferaren Erreserba izendatu zuen 1984an, eta gero, 1989an, Eusko Legebiltzarrak Urdaibai babestu eta antolatzeko legea onartu zuen. Erreserbak 220 km² dauzka guztira; hots, Bizkaiko azaleraren% 10. Bere barruan 22 udalerri daude, eta 42.500 biztanle bizi dira bertan, horien erdiak Bermeo eta Gernika-Lumon. Espezie bitxiak ikus daitezke, hala nola lertxun hauskarak, ubarroiak, mokozabalak, kaioak eta zangoluze ugari: kurlinak, txirriak, kuliskak, bernagorriak... Bi paisaia mota dira nagusi ingurunean: barrualdekoa (mendi malkartsuak eta hegal aldapatsuak) eta itsasertzekoa (itsaslabarrak). Garaiera txikiko mendiak daude itsasadarraren bi aldeetan: garaiena Sollube da (663 m); bigarrena, berriz, Goroño da (607 m). Kantauriko artadia ere erreserbako beste ondare handi bat da: itsasadarraren alde bietan hedatzen da, eta kontu handiz zaindu behar da. Habitat horretan, honako animalia hauek bizi dira, besteak beste: katajinetak, lepazuriak, azeriak, trikuak, birigarroak eta zozoak. Beste alde batetik, ekosistema horien ondoan, ingurunean txertaturik dagoen landazabala ere badago. Nekazaritza sistema horrek natur balio handia dauka: bertako habitat ugariek baliabide eta babesleku asko eskaintzen dizkiete bertako biztanleei eta hegaztiei. Nabarmentzeko modukoa da, bestalde, erreserbako arkeologia-ondarea; hau da, Foruko erromatar aztarnategia eta Santimamiñeko kobak Kortezubin. Santimamiñeko kobetatik hurbil, Oma basoa dago. Bertan, Agustin Ibarrolaren ""baso biziduna"" ikus daiteke, margotuta dauden pinuez osatutako artelana.",Easy
"Geologia Lurrazalaren egitura eta bilakaera aztertzen dituen zientzia da. Geologoen lanari esker dakigu Lurrak duela 4.600 milioi urte inguru sortu zela. Hitzak jatorri greziarra du (antzinako grezieraz, γηo-  eta λογος ), eta lehen aldiz Jean-André Deluc izeneko geologo, meteorologo eta fisikari suitzarrak erabili zuen 1778an.",Easy
"Mumbai Indiako hiri bat da, herrialde horretan biztanle gehien dituena, bai eta munduko hamairugarren handiena ere. 2011ko datuen arabera, hiriak 12,442,373 biztanle ditu. 1995 urterarte Bombay izena izan zuen. Indiaren erdialdean kokaturik dago, mendebaldeko ertzean. Bi uharte handiren gainean eraikita dago, Mumbai eta Salsette uharteetan. Bi uharte hauek zubien bidez loturik daude. Hasieran Hindu inperioa eta musulman inperioaren barnean egon zen. Iritsi ziren lehenengo europarrak portugaldarrak izan ziren, baina 1626 urtean britainiarrek konkistatu zuten. 1947an Indiak askatasuna lortu zuen. Monumentu hauek dira ezagunenak: Tren geltokia. Taj Mahal Palace hotela. India Gateway. Liburutegia. Bandra–Worli zubia.",Easy
"Etika filosofiaren adar bat da, gizakien jokaeran zer dagoen ondo eta zer gaizki, zer den zuzena edo bidezkoa eta zer ez, aztertzen duena. Beste gizakiekiko harremanean zuzen nola jokatu behar den esaten du etikak, norberaren eginbeharraren eta askatasunaren arteko mugak argituz. Etikak jokamolde bat edo erabaki bat ""bidezkoa"" ala ""bidegabekoa"" den esaten du, edo zerbait ""beharrezkoa"", ""onargarria"", ""onartezina"" den, eta, azken finean, ""ona"" ala ""txarra"" den. Etikaren inguruko kezka oso aspaldikoa da; antzinako Grezian bertan, filosofoak hasi ziren jokamolde etikoei buruzko hausnarketak egiten.",Easy
"Inuktitutera Kanadako inuitek (eskimalek) hitz egiten duten hizkuntza da. Alaska iparraldea eta Groenlandia ere hartzen ditu, mapan ikusten den bezala. Dialekto asko ditu eta, guztiak kontuan hartuta, 80.000 edo 90.000 pertsonak hitz egiten dute. Idazkera oso berezia du inuktituerak. Begira itzazu adibide batzuk:",Easy
"Globulu gorriak, eritrozito edo hematie ere deituak, odolean dauden egitura batzuk dira. Haien funtzio nagusia biriketatik oxigenoa hartu eta gorputzeko atal guztietara garraiatzea da. Globulu gorriak disko-itxurako zelulak dira eta ez dute nukleorik ezta mitokondriorik ere. Gorriak dira hemoglobina izeneko proteina bat dutelako, zeinak karbono dioxidoa eta oxigenoa garraiatzen dituen. Oro har, lau milioi eta erdi eta bost milioi bitarte globulu gorri daude odol milimetro kubiko bakoitzean (hogeita bost bilioi, gutxi gorabehera, giza-gorputz osoan). Odolaren osagaietako ugarienak dira globulu gorriak, odolaren %44 baitira. Globulu hauek denbora laburra irauten dute, baina etengabe berritzen dira (hau da, etengabe sortzen dira berriak). Eskuarki, sortu eta 130 egunetara, barean edo gibelean suntsitzen dira. Nahiz eta gorputzean lau hilabete baino ez duten irauten, eritrozitoek organismo osoan zehar 170.000 bira baino gehiago eman ditzakete denbora-tarte horretan.",Easy
"Marco Polo (1254ko irailaren 15a - 1324ko urtarrilaren 8a) veneziar bidaiari eta merkataria izan zen. Aita Nicolò eta osaba Maffiorekin batera, zetaren bideari jarraituz, Txinara ailegatu ziren mendebaldarren artean lehenetarikoa. Batzuek diote Marco Polok ekarri zuela sutautsa edo bolbora Europara. Ekialde Hurbilarekin merkataritza harremanak zituen familia bateko semea zen, eta 15 edo 16 urte zituenean ezagutu zituen aita eta osaba, Txinatik etorri zirenean, hain zuzen. Aitarekin eta osabarekin batera ekialderantz abiatu zen beste bidaia batean (1271) eta, Mongolia igaro ondoren, Kanbaluk-era (egungo Pekin-a) iritsi ziren (1275). Italiara itzuli eta Mediterraneo itsasoko borroka batean genoarrek preso hartu zuten eta handik Genoako espetxera eraman zuten. Rustichello da Pisa izeneko preso bati bere gorabeherak kontatu zizkion eta hark oïl hizkuntzaz eta italieraz idatzi zituen Polotarren ibilaldiak. Libururari Devisement du Monde (1298) izenburua eman zion Rustichellok. Espetxetik atera eta Veneziara itzuli zen; han hil zen, 70 urte zituela. Kroaziako Korčula irlan dagoen etxe bat. Marco Polo irla horretan jaio zela uste da. Marco Poloren bidaiak Marco Polo eta bere anaia Kublai Khanen gortean",Easy
"Balkanetako mendikatea (edo Balkan mendiak) Balkanetako penintsulako iparraldean, Bulgarian zehazki, dagoen mendilerro bat da; berez, Karpato mendien luzapena da, eta Danubio ibaia da bien arteko muga. Batzuetan, erabilera nahasgarria egiten da izen honekin: Balkanak esaten denean, batzuetan mendiak aipatzen dira; baina beste batzuetan, berriz, penintsula bera edota penintsula horretako herrialdeak aipatzen dira. Izan ere, gainera, Balkanetako penintsula osoa nahiko menditsua da, eta hainbat mendilerro gehiago daude bertan: Balkan izena turkieratik dator, eta ""mendia"" esan nahi du, hain zuzen ere. Kontuan izan behar da Balkanetako penintsula osoa turkiarren Otomandar inperioaren mende egon zela XVI. mendetik XIX. mendera arte.",Easy
"Saskibaloia kirol azkarra eta zirraragarria da, baloi bat erabiliz jokatzen dena. Bost jokalariz osatutako bi talderen artean jokatzen da, eta talde bakoitzak aurkako taldearen zelaian dagoen metalezko uztai batean baloia sartu behar du puntuak lortzeko. Uztaiari saskia ere deitzen zaio eta oso goi dago, altuera handian. Jaurtiketaren distantziaren arabera, taldeak bi edo hiru puntu lortzen ditu, eta helburua beste taldeak baino puntu gehiago lortzea da. Saskibaloia XIX. mendean Estatu Batuetan sortu zen, baina beste herrialde askotan ezaguna da gaur egun. James Naismith izeneko gorputz-heziketako irakasle batek sortu zuen 1891n, ikasleek neguan estalpean jokatzeko kirol bat asmatzea eskatu ziotenean. Lehenengo partida muxika-saskiak erabiliz jokatu zen, eta hortik dator saskibaloi izena. Metalezko uztaia ez zen 1906. urtera arte asmatu. Saskibaloia oso azkar egin zen ezaguna Estatu Batuetan, eta 1980ko hamarkada hasieran gizon eta emakume asko unibertsitate-mailan jokatzen hasi ziren. Estatu Batuetako lehen saskibaloi liga profesionala 1898an sortu zen. 1949an NBA sortu zen, gaur egun Amerikako Estatu Batuetako saskibaloi profesionaleko liga nagusia. Estatu Batuetatik kanpo, berriz, kirol hau nahiko astiro zabaldu zen. Gizonezkoen saskibaloia 1936an iritsi zen Olinpiar Jokoetara,baina emakumezkoena, berriz, 1976an. Nazioarteko lehiaketei dagokienez, 1950ean hasi ziren gizonezkoentzat, eta 1953an emakumezkoentzat. Saskibaloia pista edo kantxa angeluzuzen batean jokatzen da. Jokaleku profesionala 8,7 metro luze eta 15,2 metro zabal da. Jokalekuko mutur bakoitzean saski bana dago. Saskia metalezko uztai bat da, azpian sare bat zintzilik duena, eta beira hauskaitzez egindako taula bati lotuta dagoena. Saskiaren ertza lurretik 3 metrora dago. Saskibaloi talde bakoitzak bost jokalari ditu: bi erasotzaile, bi defendatzaile eta pibota. Jokoaren hasieran, arbitro edo epailea jokalekuaren erdian jartzen da, erdiko zirkuluaren barruan, talde bakoitzeko jokalari banaren artean. Orduan, epaileak baloia gorantz botatzen du eta bi jokalariek salto egiten dute, baloia jo eta haien taldeko beste jokalari bati helarazteko. Beste jokalariak erdiko biribiletik kanpo egon behar dute, baloia harrapatzeko prest. Baloia hartzen duen taldeak kontrako zelaira joan behar du, baloia sartzen saiatzera. Eraso egiten duen taldeko jokalariek baloia kontrako taldearen saskira eraman behar dute, eta horretarako jokalekutik mugitu behar dute baloia, edo jokalarien artean pasatu. Baina ezin dute nolanahi korrika egin, baloiak lurrean bote egin behar duelako korrika egin bitartean. Baloia duen edozein jokalarik jaurti dezake saskira. Jaurtiketa gehienak saskitik gertu egiten dira, eta saskiratuz gero, bi puntu lortzen dira. Jaurtiketa 6 m baino gehiagora dagoen marra batetik egiten bada, hiru puntu lortzen dira. Baloia ez denean saskian sartzen, bi taldeek baloia berreskuratzen saiatu behar dute, eta jokaldi hori errebote izenez ezagutzen da. Kontrako taldeak errebotean baloia lortzen badu, beste jaurtiketa bat egin dezake. Defentsan dagoen taldeak lortzen badu, berriz, erasoari ekingo dio, baloia kontrako taldearen saskira eramanez. Arbitro talde batek ziurtatzen du jokalariek arauak betetzen dituzten ala ez; ez badituzte betetzen, taldea zigortzen dute. Adibidez, jokalari batek baloia bote egin gabe aurrera eramaten badu, arbitroek baloia beste taldeari ematen diote. Zigorretako batzuek falta izena dute, eta gehienak jokalari batek beste batekin talka egiten duenean gertatzen dira, adibidez, defentsa batek beste jokalari bat bultzatzen duenean. Orduan, falta jaso duen jokalariak jaurtiketa librea egin dezake, eta jaurtiketa bakoitzean puntu bat lortu.",Easy
"Enrico Caruso (1873ko otsailaren 25a – 1921eko abuztuaren 2a) italiar tenor bat izan zen. Munduko opera-antzokirik onenetan abestu zuen, eta bere grabazioen milioi bat kopia saldu zituen lehena izan zen.",Easy
"Irisa begiaren parte koloreduna da; norbaiten begiak zer koloretakoak diren esaten dugunean, irisaren koloreaz ari gara. Erdialdean zulo bat dauka, begi-nini izenaz ezagutzen duguna. Irisa bere kasa handiagotzen eta txikiagotzen den mintz bat da, eta horrela begi-ninia handiagoa edo txikiagoa egiten du, argi gehiagori edo gutxiagori sartzen uzteko, bai eta gauzak hobeto enfokatzeko. Sentitzen ditugun emozioen eraginez ere handiagotzen edo txikiagotzen da, baina beti bere kasa: guk ezin dugu nahita handiagotu edo txikiagotu. Irisa begiaren aurreko aldean dago, kristalinoaren aurrean eta kornea. Bi motatako gihar zuntzak ditu barruan: biribilak (irisa itxiarazten dutenak) eta irradatuak (irisa irekiarazten dutenak).",Easy
"Biosfera izaki bizidunek betetzen edo okupatzen duten Lurraren eremua da. Lurrean bizidunak daude atmosferan, uretan (hidrosferan) eta lurrazalean (litosferan). Animaliak, landareak edo mikrobioak dituen Lurreko zatia da beraz biosfera. Bizidun batzuk uretan bizi dira (hidrosferan), adibidez arrainak edo algak. Beste batzuk atmosferan egon daitezke (hegaztiak, esaterako). Eta bizidun ugari lurrazalean bizi dira (landareak, animaliak....). Biosferatik kanpo ez dago bizitzarik. Munduko ekosistema guztien batuketa da biosfera.",Easy
"Ibilgua edo ibaibidea ura eramaten duen bidea da; hau da, ibai eta erreken ura eramaten duen bidea. Ibilguaren albo bakoitzean ibaiertza edo erribera dago.",Easy
